@relation Animals

@attribute hasName {NoName,Name}
@attribute animalType {Cat,Dog}
@attribute intactness {NotIntact,Intact,Unknown}
@attribute age {Baby,Adult,Senior,Unknown}
@attribute breed {Abyssinian,Affenpinscher,'Afghan Hound','Airedale Terrier',Akita,'Alaskan Husky','Alaskan Malamute','American Bulldog','American Eskimo','American Foxhound','American Pit Bull Terrier','American Shorthair','American Staffordshire Terrier','Anatol Shepherd',Angora,'Australian Cattle Dog','Australian Kelpie','Australian Shepherd','Australian Terrier',Balinese,Basenji,'Basset Hound',Beagle,'Bearded Collie',Beauceron,'Bedlington Terr','Belgian Malinois','Belgian Sheepdog','Belgian Tervuren',Bengal,'Bernese Mountain Dog','Bichon Frise',Black,'Black Mouth Cur',Bloodhound,'Blue Lacy','Bluetick Hound',Boerboel,Bombay,'Border Collie','Border Terrier','Boston Terrier',Boxer,'Boykin Span','British Shorthair',Brittany,'Bruss Griffon','Bull Terrier','Bull Terrier Miniature',Bulldog,Bullmastiff,Burmese,'Cairn Terrier','Canaan Dog','Cane Corso','Cardigan Welsh Corgi','Carolina Dog',Catahoula,'Cavalier Span','Chesa Bay Retr','Chihuahua Longhair','Chihuahua Shorthair','Chinese Crested','Chinese Sharpei','Chow Chow','Cocker Spaniel','Collie Rough','Collie Smooth','Cornish Rex',Cymric,Dachshund,'Dachshund Longhair','Dachshund Wirehair',Dalmatian,'Devon Rex','Doberman Pinsch','Dogo Argentino','Dogue De Bordeaux','Domestic Longhair','Domestic Medium Hair','Domestic Shorthair','Dutch Shepherd','English Bulldog','English Cocker Spaniel','English Coonhound','English Foxhound','English Pointer','English Setter','English Shepherd','English Springer Spaniel',Entlebucher,'Exotic Shorthair',Feist,'Field Spaniel','Finnish Spitz','Flat Coat Retriever','French Bulldog','German Pinscher','German Shepherd','German Shorthair Pointer','German Wirehaired Pointer','Glen Of Imaal','Golden Retriever','Great Dane','Great Pyrenees','Greater Swiss Mountain Dog',Greyhound,Harrier,'Havana Brown',Havanese,Himalayan,Hovawart,'Ibizan Hound','Irish Setter','Irish Terrier','Irish Wolfhound','Italian Greyhound','Jack Russell Terrier','Japanese Bobtail','Japanese Chin',Javanese,Jindo,Keeshond,Kuvasz,'Labrador Retriever',Landseer,Leonberger,'Lhasa Apso',Lowchen,'Maine Coon',Maltese,'Manchester Terrier',Manx,Mastiff,'Mexican Hairless','Miniature Pinscher','Miniature Poodle','Miniature Schnauzer','Munchkin Longhair','Neapolitan Mastiff',Newfoundland,'Norfolk Terrier','Norwegian Elkhound','Norwegian Forest Cat','Norwich Terrier','Nova Scotia Duck Tolling Retriever',Ocicat,'Old English Bulldog','Old English Sheepdog',Otterhound,Papillon,'Parson Russell Terrier','Patterdale Terr',Pbgv,Pekingese,'Pembroke Welsh Corgi',Persian,'Pharaoh Hound','Picardy Sheepdog','Pit Bull','Pixiebob Shorthair','Plott Hound','Podengo Pequeno',Pointer,Pomeranian,'Port Water Dog','Presa Canario',Pug,'Queensland Heeler',Ragdoll,'Rat Terrier','Redbone Hound','Rhod Ridgeback',Rottweiler,'Russian Blue',Saluki,Samoyed,Schipperke,'Schnauzer Giant','Scottish Terrier','Sealyham Terr','Shetland Sheepdog','Shiba Inu','Shih Tzu',Siamese,'Siberian Husky','Silky Terrier','Skye Terrier','Smooth Fox Terrier',Snowshoe,'Soft Coated Wheaten Terrier','Spanish Mastiff',Sphynx,'Spinone Italiano','St. Bernard Rough Coat','St. Bernard Smooth Coat',Staffordshire,'Standard Poodle','Standard Schnauzer','Swedish Vallhund','Swiss Hound','Tibetan Spaniel','Tibetan Terrier',Tonkinese,'Toy Fox Terrier','Toy Poodle','Treeing Cur','Treeing Tennesse Brindle','Treeing Walker Coonhound','Turkish Van',Unknown,Vizsla,Weimaraner,'Welsh Springer Spaniel','Welsh Terrier','West Highland',Whippet,'Wire Hair Fox Terrier','Wirehaired Pointing Griffon','Yorkshire Terrier'}
@attribute ageInDays numeric
@attribute hour numeric
@attribute outcome {Adoption,Return_to_owner,Transfer,Euthanasia,Died}

@data
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,17,Adoption
Name,Dog,NotIntact,Adult,'Welsh Terrier',730,18,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,18,Transfer
Name,Dog,NotIntact,Adult,'Miniature Poodle',365,13,Adoption
NoName,Dog,Intact,Baby,Whippet,62,13,Transfer
Name,Dog,NotIntact,Adult,Staffordshire,1825,13,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,14,Adoption
Name,Dog,NotIntact,Baby,'German Shepherd',31,12,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',0,11,Transfer
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',62,16,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,19,Adoption
Name,Cat,NotIntact,Baby,Balinese,62,17,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,14,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,14,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',31,12,Transfer
Name,Dog,NotIntact,Adult,'Bull Terrier',365,15,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,0,Transfer
Name,Dog,NotIntact,Baby,Boxer,62,11,Adoption
NoName,Dog,NotIntact,Baby,'Labrador Retriever',124,14,Adoption
NoName,Dog,NotIntact,Baby,'German Shepherd',31,17,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',155,15,Transfer
Name,Dog,NotIntact,Senior,'Labrador Retriever',2920,19,Return_to_owner
NoName,Cat,NotIntact,Senior,'Domestic Shorthair',4380,19,Euthanasia
Name,Cat,NotIntact,Baby,'Domestic Shorthair',31,18,Adoption
Name,Dog,NotIntact,Adult,'German Shepherd',365,15,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1460,13,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',365,17,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',62,19,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,13,Adoption
Name,Cat,NotIntact,Baby,Siamese,62,18,Adoption
Name,Dog,NotIntact,Baby,'German Shepherd',217,7,Transfer
Name,Dog,NotIntact,Baby,'Wire Hair Fox Terrier',310,14,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,19,Adoption
Name,Dog,Intact,Adult,'Pit Bull',730,15,Return_to_owner
Name,Cat,Intact,Senior,'Domestic Shorthair',4745,14,Euthanasia
Name,Cat,NotIntact,Adult,'Domestic Longhair',730,17,Adoption
Name,Cat,Intact,Baby,'Domestic Medium Hair',31,16,Transfer
Name,Cat,NotIntact,Adult,Siamese,1460,15,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,17,Adoption
Name,Dog,NotIntact,Senior,'Field Spaniel',3650,12,Return_to_owner
Name,Dog,NotIntact,Adult,'Pit Bull',1825,12,Return_to_owner
Name,Dog,NotIntact,Adult,'German Shepherd',1095,11,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',186,15,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',31,11,Transfer
Name,Dog,NotIntact,Adult,'Black Mouth Cur',730,16,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Medium Hair',62,16,Adoption
Name,Dog,Intact,Adult,'Chow Chow',730,15,Return_to_owner
NoName,Dog,NotIntact,Senior,Pomeranian,2190,16,Transfer
Name,Cat,Intact,Adult,'Domestic Longhair',1460,15,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
Name,Dog,NotIntact,Adult,Dachshund,1095,21,Adoption
Name,Dog,NotIntact,Adult,'St. Bernard Rough Coat',1095,16,Adoption
Name,Dog,Intact,Adult,'Miniature Schnauzer',730,11,Return_to_owner
Name,Dog,NotIntact,Adult,Dachshund,730,18,Adoption
Name,Dog,NotIntact,Adult,'Miniature Schnauzer',1095,0,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',217,16,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1460,13,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2190,13,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,19,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1460,12,Transfer
Name,Cat,NotIntact,Adult,'Domestic Medium Hair',730,12,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,7,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',730,14,Adoption
Name,Dog,NotIntact,Adult,'Jack Russell Terrier',730,14,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1095,19,Adoption
NoName,Dog,Intact,Baby,'Collie Smooth',62,18,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2190,14,Transfer
Name,Cat,Intact,Baby,'Domestic Shorthair',31,14,Transfer
Name,Dog,NotIntact,Baby,'Labrador Retriever',62,16,Adoption
NoName,Dog,Intact,Baby,'Pit Bull',155,14,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',1095,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,13,Adoption
Name,Dog,Intact,Adult,Staffordshire,365,18,Return_to_owner
Name,Dog,NotIntact,Baby,'Great Pyrenees',155,0,Transfer
Name,Dog,NotIntact,Adult,'Pembroke Welsh Corgi',730,15,Adoption
Name,Dog,Intact,Baby,'Chihuahua Shorthair',155,14,Transfer
Name,Dog,NotIntact,Adult,'German Shepherd',730,17,Adoption
Name,Dog,Intact,Baby,'Labrador Retriever',62,16,Transfer
Name,Dog,NotIntact,Senior,'Australian Shepherd',2555,18,Return_to_owner
NoName,Dog,NotIntact,Baby,Dachshund,93,15,Adoption
Name,Dog,Intact,Senior,'Shih Tzu',2920,17,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,13,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,19,Adoption
Name,Dog,Intact,Adult,'Great Pyrenees',365,9,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',1095,13,Adoption
Name,Dog,NotIntact,Baby,Pointer,155,17,Adoption
Name,Dog,NotIntact,Baby,'Queensland Heeler',310,14,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',31,14,Transfer
Name,Dog,Intact,Adult,'Great Pyrenees',730,12,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,18,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',730,14,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',1825,12,Return_to_owner
NoName,Dog,NotIntact,Adult,'Chihuahua Shorthair',1460,14,Adoption
Name,Dog,NotIntact,Adult,'English Foxhound',730,12,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,14,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,14,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',31,17,Adoption
Name,Dog,NotIntact,Adult,'Border Collie',730,16,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',124,16,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',1095,19,Adoption
NoName,Dog,NotIntact,Baby,'Labrador Retriever',124,14,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',730,16,Adoption
Name,Dog,NotIntact,Adult,'Australian Shepherd',1460,15,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,17,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1095,12,Transfer
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',1095,19,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,15,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',365,15,Adoption
NoName,Dog,NotIntact,Adult,Dachshund,365,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',279,18,Adoption
Name,Dog,Intact,Senior,'Chihuahua Shorthair',4745,11,Euthanasia
NoName,Dog,NotIntact,Adult,Boxer,365,17,Adoption
Name,Dog,NotIntact,Adult,'Miniature Pinscher',365,17,Adoption
Name,Dog,NotIntact,Adult,'Rhod Ridgeback',730,15,Adoption
Name,Dog,NotIntact,Adult,'Miniature Poodle',730,17,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',1825,13,Adoption
Name,Cat,NotIntact,Baby,Siamese,62,12,Adoption
Name,Dog,NotIntact,Adult,Rottweiler,730,19,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,12,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1095,8,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,12,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,14,Transfer
Name,Dog,NotIntact,Baby,'Pit Bull',124,14,Adoption
Name,Dog,NotIntact,Senior,'Siberian Husky',2555,15,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,18,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,16,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',730,16,Adoption
Name,Dog,Intact,Adult,'Pit Bull',730,9,Euthanasia
NoName,Cat,Unknown,Adult,'Domestic Shorthair',730,9,Transfer
Name,Cat,Intact,Baby,'Domestic Longhair',124,19,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',14,17,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',730,17,Adoption
Name,Dog,NotIntact,Adult,'Rat Terrier',1825,17,Adoption
Name,Cat,NotIntact,Senior,Siamese,3650,13,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',1095,16,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,18,Adoption
Name,Dog,NotIntact,Baby,'Carolina Dog',186,18,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,13,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,16,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,16,Adoption
Name,Cat,Intact,Baby,'Domestic Longhair',31,16,Transfer
Name,Dog,NotIntact,Senior,Pekingese,2920,11,Return_to_owner
Name,Dog,NotIntact,Adult,'Pit Bull',730,17,Adoption
Name,Dog,Intact,Adult,'Great Pyrenees',730,18,Return_to_owner
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,18,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,14,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',310,18,Adoption
NoName,Dog,NotIntact,Adult,'Miniature Poodle',365,18,Adoption
Name,Dog,Intact,Baby,'American Bulldog',124,15,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',730,12,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,15,Transfer
Name,Dog,NotIntact,Adult,'Cocker Spaniel',1825,11,Return_to_owner
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,9,Transfer
Name,Dog,NotIntact,Senior,'Siberian Husky',2190,13,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,8,Transfer
Name,Dog,NotIntact,Baby,'Chihuahua Shorthair',62,15,Adoption
Name,Dog,NotIntact,Adult,'English Bulldog',1095,12,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,13,Adoption
NoName,Dog,NotIntact,Baby,'Chihuahua Shorthair',62,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Longhair',62,17,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',31,14,Transfer
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,8,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',7,13,Transfer
NoName,Dog,Intact,Baby,'German Shepherd',62,14,Transfer
Name,Dog,Intact,Adult,'Great Pyrenees',730,18,Return_to_owner
Name,Dog,NotIntact,Adult,'Labrador Retriever',1460,11,Adoption
Name,Dog,NotIntact,Adult,'Australian Cattle Dog',1095,12,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,12,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,18,Adoption
Name,Dog,NotIntact,Senior,'Labrador Retriever',4380,12,Return_to_owner
Name,Dog,NotIntact,Adult,Rottweiler,1460,15,Return_to_owner
Name,Dog,NotIntact,Baby,'Labrador Retriever',217,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,12,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',124,9,Transfer
Name,Cat,Intact,Baby,'Domestic Shorthair',62,0,Transfer
Name,Dog,Intact,Adult,'Australian Kelpie',730,13,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,16,Adoption
Name,Dog,NotIntact,Senior,Dachshund,2555,14,Adoption
Name,Dog,NotIntact,Baby,'German Shepherd',62,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',62,19,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,17,Adoption
Name,Dog,NotIntact,Adult,'American Bulldog',1825,14,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Shorthair',3,10,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',28,18,Transfer
NoName,Cat,Intact,Adult,'Domestic Shorthair',730,9,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1095,10,Transfer
Name,Dog,NotIntact,Baby,'Labrador Retriever',310,14,Adoption
Name,Dog,NotIntact,Baby,'Labrador Retriever',279,14,Adoption
NoName,Cat,Unknown,Baby,'Domestic Medium Hair',93,11,Transfer
NoName,Dog,NotIntact,Baby,'Jack Russell Terrier',62,12,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',365,19,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,13,Adoption
Name,Dog,NotIntact,Baby,'Chihuahua Shorthair',93,16,Adoption
Name,Dog,NotIntact,Adult,'Australian Cattle Dog',1825,15,Adoption
Name,Dog,NotIntact,Baby,'Border Collie',155,18,Adoption
Name,Dog,NotIntact,Adult,'Rhod Ridgeback',365,18,Adoption
NoName,Dog,NotIntact,Adult,'Yorkshire Terrier',365,17,Adoption
Name,Dog,NotIntact,Baby,'Labrador Retriever',62,13,Adoption
Name,Dog,NotIntact,Adult,'Rat Terrier',730,16,Adoption
NoName,Dog,Intact,Baby,'Chihuahua Shorthair',4,10,Transfer
Name,Dog,NotIntact,Adult,'English Springer Spaniel',730,16,Adoption
Name,Dog,Intact,Baby,'Labrador Retriever',31,14,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',124,9,Transfer
Name,Dog,Intact,Baby,'Jack Russell Terrier',62,15,Transfer
Name,Dog,NotIntact,Baby,Schipperke,341,15,Adoption
Name,Dog,NotIntact,Baby,'German Shepherd',186,18,Adoption
Name,Dog,NotIntact,Senior,'Rat Terrier',3650,14,Return_to_owner
NoName,Dog,NotIntact,Baby,'Australian Shepherd',279,16,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2190,10,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,13,Adoption
Name,Dog,Intact,Adult,'Cocker Spaniel',365,12,Transfer
Name,Cat,NotIntact,Senior,'Domestic Shorthair',3650,14,Adoption
Name,Dog,Intact,Baby,'Great Pyrenees',62,17,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,15,Adoption
Name,Dog,Intact,Baby,'Labrador Retriever',186,9,Transfer
NoName,Cat,Intact,Adult,'Domestic Medium Hair',365,9,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1095,17,Adoption
NoName,Cat,Intact,Baby,Manx,7,16,Transfer
Name,Dog,Intact,Adult,Samoyed,730,11,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2190,14,Transfer
Name,Dog,Intact,Adult,Mastiff,730,19,Transfer
Name,Dog,NotIntact,Adult,'Great Pyrenees',365,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',62,12,Adoption
Name,Dog,NotIntact,Senior,'Yorkshire Terrier',4380,19,Return_to_owner
Name,Dog,Intact,Baby,'Yorkshire Terrier',7,15,Transfer
Name,Dog,Intact,Adult,Maltese,365,11,Transfer
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',1460,8,Transfer
Name,Dog,NotIntact,Adult,'Alaskan Husky',1095,17,Adoption
NoName,Dog,NotIntact,Senior,'Pit Bull',5110,11,Euthanasia
Name,Dog,NotIntact,Adult,'Pit Bull',730,16,Adoption
NoName,Dog,Intact,Baby,'Chihuahua Shorthair',124,13,Transfer
Name,Dog,NotIntact,Adult,'German Shepherd',1095,14,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',4,11,Transfer
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,9,Transfer
Name,Cat,NotIntact,Senior,'Domestic Shorthair',2920,17,Adoption
Name,Cat,NotIntact,Adult,'Maine Coon',1095,14,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,16,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,13,Adoption
Name,Cat,Intact,Adult,'Domestic Shorthair',365,14,Transfer
NoName,Dog,NotIntact,Baby,'Yorkshire Terrier',93,17,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',31,18,Adoption
Name,Dog,NotIntact,Senior,Boxer,2920,14,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Shorthair',93,14,Transfer
Name,Dog,Intact,Adult,'American Pit Bull Terrier',730,13,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',310,19,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,12,Adoption
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',186,15,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1095,13,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,17,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,17,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,13,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Longhair',730,14,Adoption
Name,Dog,NotIntact,Senior,'West Highland',2190,11,Return_to_owner
NoName,Dog,NotIntact,Senior,'Chihuahua Shorthair',2190,15,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,17,Adoption
NoName,Dog,NotIntact,Adult,'Toy Poodle',1825,16,Adoption
Name,Dog,NotIntact,Adult,'Flat Coat Retriever',365,11,Adoption
Name,Dog,NotIntact,Adult,Catahoula,730,17,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',730,18,Transfer
NoName,Dog,Intact,Baby,'Miniature Poodle',31,17,Transfer
NoName,Dog,Intact,Baby,Pointer,21,17,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,14,Transfer
NoName,Cat,Unknown,Baby,'Domestic Shorthair',7,14,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',28,8,Transfer
Name,Cat,NotIntact,Adult,'Maine Coon',1825,19,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,14,Transfer
Name,Cat,Intact,Baby,'Domestic Shorthair',310,19,Adoption
Name,Cat,NotIntact,Adult,'Domestic Medium Hair',1460,9,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',730,14,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',28,18,Transfer
Name,Dog,Intact,Senior,'Chihuahua Shorthair',3650,15,Return_to_owner
Name,Dog,NotIntact,Baby,'German Shepherd',155,16,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Longhair',93,15,Adoption
Name,Dog,NotIntact,Senior,'Australian Cattle Dog',4745,11,Return_to_owner
NoName,Dog,Intact,Baby,'Great Pyrenees',62,16,Transfer
Name,Dog,NotIntact,Baby,'Labrador Retriever',310,16,Adoption
Name,Dog,Intact,Adult,'Cairn Terrier',365,13,Return_to_owner
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,14,Transfer
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',62,12,Adoption
NoName,Cat,NotIntact,Adult,Siamese,730,9,Transfer
Name,Dog,NotIntact,Senior,'Pit Bull',2920,11,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,19,Transfer
NoName,Cat,NotIntact,Baby,Siamese,62,11,Adoption
Name,Dog,NotIntact,Adult,'Tibetan Spaniel',365,17,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',28,12,Transfer
NoName,Dog,NotIntact,Baby,'Border Collie',62,17,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1460,13,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,0,Transfer
Name,Cat,Intact,Baby,'Domestic Shorthair',31,13,Transfer
Name,Cat,NotIntact,Adult,'Domestic Medium Hair',730,19,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Medium Hair',124,17,Adoption
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',2555,15,Transfer
NoName,Dog,NotIntact,Adult,Dachshund,1460,16,Adoption
Name,Dog,Intact,Adult,'Chihuahua Shorthair',730,10,Transfer
Name,Dog,Intact,Adult,'Pit Bull',730,18,Return_to_owner
Name,Dog,NotIntact,Baby,'Australian Cattle Dog',62,17,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,13,Transfer
Name,Cat,NotIntact,Senior,'Domestic Shorthair',5110,16,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,17,Adoption
NoName,Cat,NotIntact,Senior,'Domestic Shorthair',2920,19,Transfer
NoName,Cat,Unknown,Baby,'Domestic Shorthair',21,18,Transfer
Name,Dog,NotIntact,Adult,Beagle,365,12,Adoption
Name,Dog,Intact,Adult,'American Staffordshire Terrier',1095,17,Return_to_owner
Name,Dog,NotIntact,Adult,'Jack Russell Terrier',1460,18,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',155,9,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Longhair',365,16,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',31,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
Name,Dog,NotIntact,Baby,Dachshund,62,11,Adoption
Name,Dog,NotIntact,Senior,'Labrador Retriever',2190,11,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',730,20,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,12,Adoption
Name,Dog,NotIntact,Adult,'German Shepherd',365,17,Adoption
Name,Dog,Intact,Senior,'Australian Shepherd',4745,11,Return_to_owner
Name,Dog,NotIntact,Adult,Brittany,1825,15,Return_to_owner
Name,Dog,NotIntact,Adult,Boxer,1095,17,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,13,Adoption
Name,Dog,NotIntact,Adult,'Rat Terrier',365,14,Adoption
Name,Dog,NotIntact,Baby,Dachshund,62,17,Adoption
Name,Cat,NotIntact,Adult,'Maine Coon',1095,9,Transfer
Name,Dog,NotIntact,Adult,'Golden Retriever',730,0,Transfer
Name,Dog,NotIntact,Adult,'Australian Cattle Dog',1460,18,Adoption
Name,Dog,NotIntact,Adult,'Basset Hound',730,14,Return_to_owner
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,9,Transfer
NoName,Cat,NotIntact,Senior,'Domestic Shorthair',2920,14,Transfer
