@relation Animals

@attribute hasName {NoName,Name}
@attribute animalType {Cat,Dog}
@attribute intactness {NotIntact,Intact,Unknown}
@attribute sex {Female,Male,Unknown}
@attribute age {Baby,Adult,Senior,Unknown}
@attribute breed {Abyssinian,Affenpinscher,'Afghan Hound','Airedale Terrier',Akita,'Alaskan Husky','Alaskan Malamute','American Bulldog','American Eskimo','American Foxhound','American Pit Bull Terrier','American Shorthair','American Staffordshire Terrier','Anatol Shepherd',Angora,'Australian Cattle Dog','Australian Kelpie','Australian Shepherd','Australian Terrier',Balinese,Basenji,'Basset Hound',Beagle,'Bearded Collie',Beauceron,'Bedlington Terr','Belgian Malinois','Belgian Sheepdog','Belgian Tervuren',Bengal,'Bernese Mountain Dog','Bichon Frise',Black,'Black Mouth Cur',Bloodhound,'Blue Lacy','Bluetick Hound',Boerboel,Bombay,'Border Collie','Border Terrier','Boston Terrier',Boxer,'Boykin Span','British Shorthair',Brittany,'Bruss Griffon','Bull Terrier','Bull Terrier Miniature',Bulldog,Bullmastiff,Burmese,'Cairn Terrier','Canaan Dog','Cane Corso','Cardigan Welsh Corgi','Carolina Dog',Catahoula,'Cavalier Span','Chesa Bay Retr','Chihuahua Longhair','Chihuahua Shorthair','Chinese Crested','Chinese Sharpei','Chow Chow','Cocker Spaniel','Collie Rough','Collie Smooth','Cornish Rex',Cymric,Dachshund,'Dachshund Longhair','Dachshund Wirehair',Dalmatian,'Devon Rex','Doberman Pinsch','Dogo Argentino','Dogue De Bordeaux','Domestic Longhair','Domestic Medium Hair','Domestic Shorthair','Dutch Shepherd','English Bulldog','English Cocker Spaniel','English Coonhound','English Foxhound','English Pointer','English Setter','English Shepherd','English Springer Spaniel',Entlebucher,'Exotic Shorthair',Feist,'Field Spaniel','Finnish Spitz','Flat Coat Retriever','French Bulldog','German Pinscher','German Shepherd','German Shorthair Pointer','German Wirehaired Pointer','Glen Of Imaal','Golden Retriever','Great Dane','Great Pyrenees','Greater Swiss Mountain Dog',Greyhound,Harrier,'Havana Brown',Havanese,Himalayan,Hovawart,'Ibizan Hound','Irish Setter','Irish Terrier','Irish Wolfhound','Italian Greyhound','Jack Russell Terrier','Japanese Bobtail','Japanese Chin',Javanese,Jindo,Keeshond,Kuvasz,'Labrador Retriever',Landseer,Leonberger,'Lhasa Apso',Lowchen,'Maine Coon',Maltese,'Manchester Terrier',Manx,Mastiff,'Mexican Hairless','Miniature Pinscher','Miniature Poodle','Miniature Schnauzer','Munchkin Longhair','Neapolitan Mastiff',Newfoundland,'Norfolk Terrier','Norwegian Elkhound','Norwegian Forest Cat','Norwich Terrier','Nova Scotia Duck Tolling Retriever',Ocicat,'Old English Bulldog','Old English Sheepdog',Otterhound,Papillon,'Parson Russell Terrier','Patterdale Terr',Pbgv,Pekingese,'Pembroke Welsh Corgi',Persian,'Pharaoh Hound','Picardy Sheepdog','Pit Bull','Pixiebob Shorthair','Plott Hound','Podengo Pequeno',Pointer,Pomeranian,'Port Water Dog','Presa Canario',Pug,'Queensland Heeler',Ragdoll,'Rat Terrier','Redbone Hound','Rhod Ridgeback',Rottweiler,'Russian Blue',Saluki,Samoyed,Schipperke,'Schnauzer Giant','Scottish Terrier','Sealyham Terr','Shetland Sheepdog','Shiba Inu','Shih Tzu',Siamese,'Siberian Husky','Silky Terrier','Skye Terrier','Smooth Fox Terrier',Snowshoe,'Soft Coated Wheaten Terrier','Spanish Mastiff',Sphynx,'Spinone Italiano','St. Bernard Rough Coat','St. Bernard Smooth Coat',Staffordshire,'Standard Poodle','Standard Schnauzer','Swedish Vallhund','Swiss Hound','Tibetan Spaniel','Tibetan Terrier',Tonkinese,'Toy Fox Terrier','Toy Poodle','Treeing Cur','Treeing Tennesse Brindle','Treeing Walker Coonhound','Turkish Van',Unknown,Vizsla,Weimaraner,'Welsh Springer Spaniel','Welsh Terrier','West Highland',Whippet,'Wire Hair Fox Terrier','Wirehaired Pointing Griffon','Yorkshire Terrier'}
@attribute color {Agouti,Apricot,Black,'Black Brindle','Black Smoke','Black Tabby','Black Tiger',Blue,'Blue Cream','Blue Merle','Blue Point','Blue Smoke','Blue Tabby','Blue Tick','Blue Tiger',Brown,'Brown Brindle','Brown Merle','Brown Tabby','Brown Tiger',Buff,Calico,'Calico Point',Chocolate,'Chocolate Point',Cream,'Cream Tabby',Fawn,'Flame Point',Gold,Gray,'Gray Tabby','Lilac Point',Liver,'Liver Tick','Lynx Point',Orange,'Orange Tabby','Orange Tiger',Pink,Red,'Red Merle','Red Tick',Ruddy,Sable,'Seal Point',Silver,'Silver Lynx Point','Silver Tabby',Tan,Torbie,Tortie,'Tortie Point',Tricolor,White,Yellow,'Yellow Brindle'}
@attribute ageInDays numeric
@attribute hour numeric
@attribute outcome {Adoption,Return_to_owner,Transfer,Euthanasia,Died}

@data
Name,Cat,NotIntact,Male,Senior,'Domestic Shorthair','Brown Tabby',3650,14,Transfer
NoName,Cat,Intact,Male,Baby,'Domestic Medium Hair','Brown Tabby',21,15,Transfer
Name,Dog,NotIntact,Female,Adult,'German Shepherd',Brown,730,18,Adoption
Name,Dog,NotIntact,Female,Adult,'Collie Smooth',Brown,1095,14,Transfer
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Brown Tabby',365,14,Transfer
Name,Dog,NotIntact,Female,Senior,'Labrador Retriever',Black,3650,11,Transfer
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Chocolate,365,17,Adoption
Name,Dog,NotIntact,Female,Adult,'Yorkshire Terrier',Silver,365,17,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,124,13,Adoption
Name,Dog,NotIntact,Female,Adult,'Alaskan Husky',Cream,730,18,Adoption
NoName,Dog,NotIntact,Female,Senior,'Labrador Retriever',Black,2920,17,Euthanasia
Name,Dog,Intact,Female,Baby,'Labrador Retriever',Black,217,18,Transfer
Name,Dog,NotIntact,Female,Adult,'Australian Cattle Dog',White,1460,12,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Brown Tabby',2,16,Transfer
Name,Dog,NotIntact,Female,Adult,'Labrador Retriever',Brown,365,17,Adoption
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Brown Tabby',21,18,Transfer
Name,Cat,NotIntact,Female,Senior,'Maine Coon','Brown Tabby',4380,7,Adoption
Name,Dog,NotIntact,Male,Adult,'Miniature Pinscher',Chocolate,365,15,Adoption
Name,Dog,NotIntact,Male,Baby,'Australian Cattle Dog',Black,186,17,Adoption
Name,Dog,NotIntact,Female,Adult,'Jack Russell Terrier',Buff,365,17,Adoption
NoName,Dog,NotIntact,Female,Baby,'Labrador Retriever',Black,62,17,Adoption
NoName,Dog,Intact,Female,Baby,'Labrador Retriever',Black,62,11,Transfer
Name,Dog,NotIntact,Female,Senior,'Australian Cattle Dog',Black,2190,18,Return_to_owner
Name,Dog,NotIntact,Male,Baby,'Labrador Retriever',Black,279,17,Return_to_owner
Name,Dog,Intact,Male,Senior,Rottweiler,Tan,4015,16,Return_to_owner
Name,Dog,NotIntact,Male,Adult,Staffordshire,White,1095,16,Adoption
Name,Dog,NotIntact,Female,Baby,Dachshund,'Brown Merle',155,19,Adoption
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',62,14,Transfer
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Orange Tabby',365,18,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',White,62,17,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',62,15,Adoption
NoName,Dog,NotIntact,Male,Adult,'Tibetan Terrier',Black,365,17,Adoption
Name,Dog,NotIntact,Male,Senior,Dachshund,Red,2190,16,Adoption
Name,Dog,NotIntact,Female,Adult,'Blue Lacy','Black Brindle',365,17,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',62,19,Adoption
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair',Black,365,18,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Miniature Schnauzer',Silver,1095,12,Return_to_owner
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Brown Tabby',124,9,Transfer
NoName,Cat,Intact,Male,Senior,'Domestic Shorthair','Brown Tabby',2920,14,Euthanasia
NoName,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Tricolor,1095,12,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull',White,1095,13,Euthanasia
Name,Dog,Intact,Male,Adult,'Plott Hound',Black,1460,14,Euthanasia
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Brown Tabby',1825,12,Adoption
Name,Cat,Intact,Female,Baby,'Domestic Shorthair',White,62,15,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',62,13,Adoption
Name,Dog,NotIntact,Male,Baby,Catahoula,'Brown Brindle',62,16,Transfer
Name,Cat,Intact,Female,Senior,'Domestic Shorthair','Blue Tabby',5110,15,Euthanasia
NoName,Dog,NotIntact,Female,Adult,'Labrador Retriever',Black,365,17,Adoption
Name,Dog,NotIntact,Female,Adult,'Jack Russell Terrier',White,1095,11,Return_to_owner
NoName,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Tricolor,365,16,Transfer
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Brown Tabby',248,13,Transfer
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair','Blue Tabby',28,15,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',62,18,Adoption
Name,Dog,NotIntact,Female,Senior,'Boston Terrier',White,2190,18,Euthanasia
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair',Black,365,13,Adoption
Name,Dog,NotIntact,Male,Adult,'Miniature Poodle',Buff,730,18,Return_to_owner
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Orange Tabby',365,14,Transfer
Name,Cat,NotIntact,Male,Adult,'Domestic Longhair',Black,1460,14,Return_to_owner
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',White,730,17,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Blue,62,12,Adoption
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Black,1095,11,Transfer
NoName,Cat,Intact,Male,Adult,'Domestic Shorthair','Orange Tabby',730,15,Transfer
Name,Dog,NotIntact,Female,Adult,'German Shepherd',Black,1095,17,Return_to_owner
NoName,Cat,NotIntact,Female,Adult,'Domestic Medium Hair',Black,365,14,Transfer
Name,Cat,NotIntact,Female,Adult,'Domestic Medium Hair',Tortie,730,15,Return_to_owner
Name,Dog,NotIntact,Female,Senior,'Chihuahua Shorthair',Black,5110,13,Return_to_owner
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',93,14,Adoption
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair','Black Smoke',365,12,Adoption
Name,Dog,Intact,Male,Senior,'Pit Bull',Brown,3650,18,Euthanasia
Name,Dog,NotIntact,Male,Baby,'Pit Bull','Black Brindle',186,0,Transfer
Name,Dog,NotIntact,Male,Baby,'Pit Bull',White,124,17,Adoption
Name,Dog,NotIntact,Male,Adult,'American Eskimo',White,730,12,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Queensland Heeler',Red,1460,17,Return_to_owner
Name,Cat,NotIntact,Female,Adult,'Domestic Medium Hair',Blue,1825,15,Transfer
NoName,Dog,Intact,Female,Adult,'Pit Bull',Black,365,12,Euthanasia
Name,Dog,NotIntact,Female,Adult,Pointer,White,1095,18,Return_to_owner
Name,Cat,Intact,Male,Baby,Siamese,'Flame Point',28,16,Transfer
Name,Cat,NotIntact,Male,Adult,'Domestic Medium Hair',White,365,16,Transfer
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',Black,1825,16,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Tortie,31,18,Adoption
Name,Dog,NotIntact,Male,Senior,'Australian Cattle Dog',Black,2555,13,Transfer
Name,Dog,NotIntact,Female,Senior,'Labrador Retriever',Brown,3285,15,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Australian Shepherd',Black,365,18,Return_to_owner
NoName,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Brown,730,12,Return_to_owner
Name,Dog,NotIntact,Female,Senior,'Labrador Retriever',Black,3650,10,Adoption
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Calico,62,16,Adoption
Name,Dog,NotIntact,Male,Adult,'Great Pyrenees',Cream,730,18,Return_to_owner
Name,Cat,NotIntact,Male,Adult,Snowshoe,'Lynx Point',1095,14,Adoption
NoName,Dog,NotIntact,Male,Baby,'Golden Retriever',Brown,31,15,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,124,19,Adoption
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair',Tortie,730,15,Transfer
Name,Cat,NotIntact,Female,Senior,'Domestic Longhair','Brown Tabby',2920,14,Transfer
NoName,Dog,Intact,Male,Baby,'Pit Bull',Tricolor,93,15,Transfer
Name,Dog,NotIntact,Female,Adult,'Italian Greyhound',Red,730,12,Adoption
NoName,Cat,NotIntact,Female,Adult,'Domestic Shorthair','Orange Tabby',730,10,Euthanasia
Name,Dog,NotIntact,Male,Adult,'American Bulldog',White,1460,18,Transfer
NoName,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,93,17,Adoption
Name,Dog,NotIntact,Male,Adult,'Miniature Pinscher',Black,365,14,Adoption
Name,Dog,NotIntact,Male,Senior,'Labrador Retriever',Black,3285,16,Return_to_owner
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Brown Tabby',31,17,Transfer
Name,Dog,NotIntact,Male,Senior,'Australian Cattle Dog',Tricolor,2555,12,Return_to_owner
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair','Brown Tabby',21,14,Transfer
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair','Brown Tabby',14,13,Transfer
Name,Dog,NotIntact,Male,Adult,'Miniature Pinscher',Black,730,18,Adoption
Name,Dog,NotIntact,Male,Adult,'Pit Bull',White,730,13,Adoption
Name,Dog,Intact,Female,Baby,'Border Collie',Black,93,14,Transfer
Name,Dog,NotIntact,Male,Adult,'Black Mouth Cur',Tan,365,16,Adoption
NoName,Cat,Unknown,Unknown,Adult,'Domestic Shorthair','Brown Tabby',730,14,Transfer
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair','Brown Tabby',365,16,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Blue,186,9,Transfer
Name,Dog,NotIntact,Female,Senior,'Doberman Pinsch',Red,2190,17,Return_to_owner
NoName,Dog,Intact,Female,Baby,'Plott Hound',Black,31,13,Transfer
Name,Dog,NotIntact,Female,Adult,Dachshund,Red,730,16,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Border Collie',Black,730,18,Return_to_owner
Name,Dog,NotIntact,Female,Baby,'Labrador Retriever',Cream,155,9,Transfer
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Blue,365,13,Return_to_owner
Name,Dog,NotIntact,Female,Senior,'Pit Bull',Chocolate,2190,18,Return_to_owner
Name,Dog,NotIntact,Male,Senior,'Chihuahua Shorthair',White,2190,0,Transfer
Name,Dog,NotIntact,Male,Adult,'Miniature Poodle',White,730,16,Return_to_owner
Name,Dog,NotIntact,Male,Senior,'Pit Bull',Black,2555,11,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',Black,730,13,Adoption
Name,Dog,NotIntact,Female,Baby,'Pit Bull',Brown,186,13,Transfer
Name,Dog,Intact,Male,Baby,'Greater Swiss Mountain Dog',Tricolor,62,16,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Black,62,17,Adoption
Name,Dog,NotIntact,Female,Adult,'Great Pyrenees',White,365,18,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,93,16,Adoption
Name,Dog,NotIntact,Male,Adult,'Queensland Heeler',Red,730,18,Adoption
Name,Dog,NotIntact,Male,Baby,'Smooth Fox Terrier',White,217,12,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Black,28,12,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull',White,1095,12,Return_to_owner
Name,Dog,Intact,Male,Adult,'Shetland Sheepdog',Tricolor,730,15,Transfer
Name,Dog,NotIntact,Female,Adult,'Cocker Spaniel',Black,1460,17,Transfer
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Brown Tabby',14,18,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Medium Hair',Black,124,15,Transfer
NoName,Cat,Intact,Male,Adult,'Domestic Shorthair',Black,2555,12,Euthanasia
Name,Dog,NotIntact,Male,Adult,'Jack Russell Terrier',Tricolor,1095,12,Transfer
Name,Cat,NotIntact,Male,Adult,'Domestic Longhair','Black Smoke',730,18,Adoption
Name,Cat,Intact,Female,Baby,'Domestic Shorthair','Orange Tabby',31,16,Transfer
Name,Dog,NotIntact,Male,Adult,'American Staffordshire Terrier','Brown Brindle',730,14,Adoption
Name,Dog,NotIntact,Male,Adult,'Flat Coat Retriever',Black,365,12,Adoption
Name,Dog,NotIntact,Male,Senior,Weimaraner,Blue,2555,11,Transfer
Name,Dog,NotIntact,Male,Adult,'Miniature Poodle',White,730,11,Return_to_owner
NoName,Dog,Intact,Male,Baby,'Labrador Retriever',Black,62,15,Transfer
Name,Dog,NotIntact,Female,Adult,Dachshund,Red,1095,15,Adoption
Name,Dog,Intact,Female,Adult,'Chihuahua Shorthair',White,1095,16,Transfer
NoName,Dog,NotIntact,Female,Baby,'Cairn Terrier',Silver,217,18,Adoption
NoName,Dog,Intact,Female,Adult,'Carolina Dog',Tan,1460,12,Euthanasia
NoName,Dog,Intact,Male,Baby,'Plott Hound',Brown,31,13,Transfer
NoName,Dog,Intact,Male,Baby,'Labrador Retriever',Chocolate,155,13,Transfer
Name,Dog,NotIntact,Female,Senior,'Labrador Retriever',Chocolate,2920,18,Return_to_owner
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Blue Tabby',310,15,Transfer
NoName,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,62,19,Adoption
NoName,Cat,Intact,Male,Adult,'Domestic Shorthair',Black,1095,9,Transfer
Name,Dog,NotIntact,Female,Baby,'Australian Cattle Dog',Tricolor,31,17,Adoption
Name,Dog,NotIntact,Male,Baby,'Australian Cattle Dog',Black,248,13,Adoption
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',White,730,14,Euthanasia
NoName,Dog,NotIntact,Male,Adult,'Redbone Hound',Red,730,18,Adoption
NoName,Cat,Unknown,Unknown,Adult,'Domestic Shorthair','Orange Tabby',365,19,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Cream Tabby',93,11,Adoption
Name,Dog,Intact,Female,Baby,'Pit Bull',Blue,124,15,Euthanasia
NoName,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Black Tabby',730,19,Transfer
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair',Black,2190,18,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Black,93,16,Adoption
Name,Dog,NotIntact,Male,Senior,'Pit Bull',Brown,3285,13,Return_to_owner
Name,Dog,Intact,Female,Senior,'Border Collie',Tricolor,4745,15,Return_to_owner
Name,Cat,Intact,Female,Baby,'Domestic Shorthair','Silver Tabby',62,16,Transfer
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair',Cream,3,20,Transfer
Name,Dog,NotIntact,Male,Adult,Pointer,Black,365,17,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Tortie,2,17,Transfer
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Brown,730,17,Transfer
Name,Dog,NotIntact,Female,Baby,'American Pit Bull Terrier',Black,124,15,Return_to_owner
Name,Dog,NotIntact,Female,Adult,'Australian Shepherd','Blue Merle',1825,18,Return_to_owner
Name,Dog,Intact,Male,Adult,'German Shepherd',Brown,1095,0,Transfer
NoName,Cat,Intact,Male,Adult,'Domestic Medium Hair','Orange Tabby',365,11,Euthanasia
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Cream Tabby',93,19,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Black,21,16,Transfer
Name,Dog,NotIntact,Male,Adult,'Miniature Pinscher',Red,1095,0,Transfer
NoName,Cat,Intact,Male,Adult,'Domestic Shorthair','Orange Tabby',730,9,Transfer
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Black,6,8,Transfer
NoName,Dog,NotIntact,Male,Baby,'Miniature Pinscher',Tricolor,62,18,Adoption
NoName,Cat,NotIntact,Female,Senior,'Domestic Shorthair',Blue,2920,9,Transfer
Name,Dog,Intact,Male,Adult,Pointer,White,365,16,Transfer
Name,Dog,NotIntact,Female,Baby,'Chihuahua Longhair',White,310,14,Died
NoName,Dog,NotIntact,Female,Baby,'Australian Shepherd',Black,186,17,Adoption
Name,Dog,Intact,Male,Adult,'Boston Terrier',Black,1095,16,Transfer
Name,Dog,NotIntact,Female,Adult,'Pit Bull',White,730,11,Transfer
Name,Cat,Intact,Male,Baby,'Domestic Shorthair','Blue Tabby',124,13,Transfer
Name,Dog,NotIntact,Female,Adult,'Bruss Griffon',Brown,1095,12,Transfer
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair','Brown Tabby',730,9,Transfer
NoName,Dog,Intact,Female,Baby,'Pit Bull',Tan,62,19,Euthanasia
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Cream Tabby',93,9,Adoption
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Black Tabby',186,13,Transfer
NoName,Dog,Intact,Male,Baby,'Labrador Retriever',Black,186,12,Euthanasia
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Black,4,14,Transfer
NoName,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Blue Tabby',62,15,Adoption
Name,Cat,Intact,Female,Baby,'Domestic Longhair','Blue Tabby',7,18,Transfer
Name,Dog,NotIntact,Male,Senior,'Labrador Retriever',Black,3285,18,Return_to_owner
Name,Dog,NotIntact,Female,Baby,'Siberian Husky',Black,248,11,Transfer
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Chocolate,1825,16,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,62,12,Adoption
Name,Dog,NotIntact,Female,Baby,'Carolina Dog',Tan,62,0,Transfer
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',White,730,0,Transfer
Name,Dog,NotIntact,Male,Senior,'Great Pyrenees',White,2190,19,Adoption
Name,Dog,NotIntact,Female,Adult,Catahoula,White,730,10,Transfer
Name,Dog,NotIntact,Male,Senior,'Chihuahua Shorthair',Tan,3285,15,Adoption
Name,Dog,NotIntact,Male,Adult,'Jack Russell Terrier',White,1095,17,Adoption
Name,Dog,NotIntact,Male,Adult,'German Shepherd',Brown,365,15,Adoption
Name,Cat,NotIntact,Male,Senior,'Domestic Longhair','Flame Point',3650,16,Adoption
Name,Dog,NotIntact,Male,Senior,'Shih Tzu',Red,3285,11,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Black,62,17,Adoption
Name,Dog,NotIntact,Male,Senior,'Labrador Retriever',Brown,2555,12,Return_to_owner
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair','Brown Tabby',14,15,Transfer
Name,Dog,NotIntact,Female,Adult,'Collie Smooth',White,365,17,Adoption
Name,Dog,NotIntact,Male,Adult,Catahoula,'Brown Brindle',730,15,Return_to_owner
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair','Blue Tabby',730,13,Transfer
Name,Cat,NotIntact,Male,Adult,'Domestic Longhair',Black,365,19,Adoption
NoName,Dog,Unknown,Unknown,Baby,'Labrador Retriever',White,1,14,Transfer
NoName,Cat,NotIntact,Female,Adult,'Domestic Shorthair','Black Tabby',730,13,Transfer
Name,Dog,NotIntact,Male,Adult,'Irish Wolfhound',Black,1095,18,Adoption
Name,Dog,NotIntact,Female,Adult,'Blue Lacy',Tan,1095,18,Adoption
Name,Cat,Intact,Female,Baby,'Domestic Shorthair',White,62,12,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,62,12,Adoption
Name,Dog,NotIntact,Female,Adult,Staffordshire,Chocolate,730,18,Return_to_owner
Name,Dog,NotIntact,Male,Baby,'Labrador Retriever',Black,124,18,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Brown Tabby',28,17,Transfer
Name,Cat,NotIntact,Female,Senior,'Domestic Medium Hair',Black,3650,13,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Tortie,62,17,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Orange Tabby',279,0,Transfer
NoName,Dog,NotIntact,Male,Adult,'Labrador Retriever',Yellow,365,14,Transfer
Name,Cat,Intact,Female,Baby,'Domestic Longhair',Blue,62,14,Adoption
Name,Dog,Intact,Male,Senior,'Wire Hair Fox Terrier',White,3285,19,Return_to_owner
Name,Cat,NotIntact,Male,Senior,'Domestic Shorthair','Blue Tabby',2920,12,Adoption
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Brown Tabby',124,9,Transfer
Name,Cat,Intact,Male,Baby,'Domestic Shorthair','Orange Tabby',186,16,Transfer
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair',Calico,365,9,Transfer
NoName,Dog,Intact,Female,Baby,'Australian Cattle Dog',White,62,17,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Brown,730,15,Transfer
NoName,Dog,Intact,Female,Baby,Rottweiler,Black,28,17,Transfer
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Orange Tabby',1460,17,Adoption
NoName,Cat,NotIntact,Male,Adult,'Domestic Shorthair',Black,1095,9,Transfer
Name,Cat,NotIntact,Male,Adult,'Domestic Longhair','Lynx Point',365,18,Adoption
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Black,1095,14,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair','Brown Tabby',31,11,Transfer
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair',Torbie,730,9,Transfer
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair',Calico,730,14,Transfer
NoName,Dog,NotIntact,Female,Baby,'Chihuahua Shorthair',Tan,217,14,Adoption
Name,Dog,NotIntact,Female,Adult,'German Shepherd',Cream,730,19,Adoption
Name,Cat,NotIntact,Male,Baby,Siamese,'Lynx Point',310,12,Adoption
Name,Cat,Intact,Male,Adult,'Domestic Shorthair',Black,365,15,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',155,16,Transfer
Name,Dog,NotIntact,Female,Adult,'Labrador Retriever',Chocolate,365,18,Return_to_owner
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair','Brown Tabby',1460,14,Transfer
Name,Dog,NotIntact,Female,Baby,'Wire Hair Fox Terrier',White,62,18,Adoption
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair',Blue,1095,14,Transfer
NoName,Cat,Intact,Female,Senior,'Domestic Shorthair',Calico,4745,14,Euthanasia
Name,Dog,NotIntact,Female,Baby,'Plott Hound','Brown Brindle',62,18,Adoption
Name,Dog,NotIntact,Female,Adult,'Border Collie',Black,365,17,Adoption
Name,Dog,NotIntact,Female,Senior,'Golden Retriever',Red,4015,11,Return_to_owner
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',62,17,Adoption
